country,market_segment,previous_cancellations,booking_changes,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,is_canceled
IRL,Online TA,0,3,No Deposit,0,Transient-Party,E,0,1,1
POL,Online TA,0,2,No Deposit,0,Transient,E,0,1,0
CHN,Direct,0,1,No Deposit,0,Transient-Party,A,0,0,0
PRT,Online TA,0,0,No Deposit,0,Transient-Party,D,1,4,0
NOR,Direct,0,6,No Deposit,0,Transient,A,0,2,0
BEL,Direct,0,3,No Deposit,0,Transient,D,0,0,0
IND,Online TA,0,1,No Deposit,0,Transient,G,1,0,0
RUS,Online TA,0,1,No Deposit,0,Contract,A,0,1,0
BGR,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
DNK,Direct,0,0,No Deposit,0,Transient,C,0,4,0
CZE,Direct,0,0,No Deposit,0,Transient,A,0,3,1
PRT,Direct,0,2,No Deposit,0,Transient-Party,A,0,2,0
TUR,Online TA,0,4,No Deposit,0,Transient,A,0,1,1
PRT,Aviation,0,4,No Deposit,0,Transient,A,0,0,0
PRT,Direct,0,1,No Deposit,0,Transient-Party,G,0,0,1
BEL,Aviation,0,0,No Deposit,0,Transient,E,0,0,0
NLD,Online TA,0,3,No Deposit,0,Transient,D,0,0,1
RUS,Groups,0,0,No Deposit,0,Transient,A,0,0,0
EGY,Direct,0,1,No Deposit,0,Transient,A,0,0,0
RUS,Online TA,0,1,No Deposit,0,Transient,F,0,1,0
PRT,Online TA,0,6,No Deposit,0,Transient,A,0,0,1
RUS,Online TA,0,0,No Deposit,0,Transient,F,0,1,1
MLT,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
MAR,Online TA,0,0,No Deposit,0,Contract,A,1,2,0
DEU,Offline TA/TO,0,0,No Deposit,0,Transient,G,0,1,0
IRL,Groups,0,0,No Deposit,0,Transient,E,0,1,0
PRT,Groups,0,7,No Deposit,0,Transient,A,0,0,0
VEN,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
ESP,Direct,0,3,No Deposit,0,Transient,C,0,2,0
ISR,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
USA,Direct,0,0,No Deposit,0,Transient,C,0,1,0
CHN,Online TA,0,4,No Deposit,0,Transient,A,0,0,1
ESP,Online TA,0,3,No Deposit,0,Transient,D,0,1,1
PRT,Direct,0,1,No Deposit,0,Transient,C,1,2,0
MAR,Direct,0,1,No Deposit,0,Transient-Party,B,0,1,0
PRT,Online TA,0,4,No Deposit,0,Transient,A,0,1,1
FRA,Online TA,0,0,No Deposit,0,Transient-Party,D,1,0,0
GBR,Groups,0,1,No Deposit,0,Transient-Party,D,0,2,0
GBR,Online TA,0,4,No Deposit,0,Transient,D,0,0,1
USA,Direct,0,5,No Deposit,0,Transient,A,0,0,0
CN,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,0,0
PRT,Offline TA/TO,0,0,No Deposit,0,Transient,C,0,3,0
FRA,Online TA,0,1,No Deposit,0,Transient,F,1,0,0
ITA,Offline TA/TO,0,2,No Deposit,25,Transient-Party,A,0,0,0
USA,Online TA,0,1,No Deposit,0,Transient,A,0,1,1
CHE,Offline TA/TO,0,0,Non Refund,39,Transient,A,0,0,1
DEU,Groups,0,1,No Deposit,0,Contract,A,1,1,0
FIN,Online TA,0,1,No Deposit,0,Transient,D,0,3,1
CHE,Direct,0,0,No Deposit,0,Transient-Party,B,0,0,0
NLD,Online TA,0,2,No Deposit,0,Transient,F,1,1,0
TWN,Online TA,0,1,No Deposit,0,Transient-Party,D,0,1,0
DEU,Online TA,0,1,No Deposit,0,Transient,E,0,2,1
ISR,Online TA,0,2,No Deposit,0,Transient,C,0,0,1
ESP,Offline TA/TO,0,3,No Deposit,0,Transient,C,0,3,0
CN,Online TA,0,0,No Deposit,0,Transient,E,0,2,1
IND,Online TA,0,0,No Deposit,0,Transient,G,1,2,0
SEN,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
PRT,Direct,0,2,No Deposit,0,Transient,E,1,1,0
DEU,Offline TA/TO,0,1,No Deposit,0,Transient-Party,D,1,1,0
GBR,Corporate,0,1,No Deposit,0,Transient-Party,D,0,0,0
ISR,Direct,0,2,No Deposit,0,Transient,A,0,1,0
CZE,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
DEU,Offline TA/TO,0,0,No Deposit,0,Contract,E,1,0,0
PAN,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
BRA,Offline TA/TO,0,0,No Deposit,0,Transient,E,0,0,0
NLD,Direct,0,2,No Deposit,0,Transient,G,0,0,0
PRT,Groups,0,0,Non Refund,26,Transient,A,0,0,1
FRA,Direct,0,2,No Deposit,0,Transient-Party,F,0,0,0
VNM,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
GRC,Corporate,0,1,No Deposit,0,Transient-Party,G,0,0,0
GIB,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
PRT,Offline TA/TO,0,1,No Deposit,223,Transient-Party,A,0,0,0
PRT,Online TA,0,3,No Deposit,0,Transient,F,0,1,0
USA,Online TA,0,2,No Deposit,0,Transient,A,0,1,1
PRT,Corporate,1,0,No Deposit,0,Transient,D,1,2,0
ITA,Aviation,0,0,No Deposit,0,Transient,D,0,1,0
IND,Online TA,0,1,No Deposit,0,Transient,A,0,0,0
HUN,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
LBN,Direct,0,0,No Deposit,0,Transient,A,0,2,0
DNK,Offline TA/TO,0,0,No Deposit,0,Transient,D,0,1,0
AGO,Corporate,0,0,No Deposit,0,Transient,A,0,0,0
AGO,Direct,0,0,No Deposit,0,Group,A,0,1,0
NLD,Online TA,0,0,No Deposit,0,Transient,G,1,1,0
PRT,Direct,0,2,No Deposit,0,Group,G,1,2,0
CHE,Online TA,0,0,No Deposit,0,Transient-Party,D,0,1,0
ETH,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
FRA,Direct,0,0,No Deposit,0,Transient,G,0,2,1
KAZ,Online TA,0,1,No Deposit,0,Transient,D,0,2,0
PRT,Offline TA/TO,0,2,No Deposit,0,Transient,D,0,1,1
PRT,Corporate,2,2,No Deposit,0,Transient,A,0,0,0
AUT,Groups,0,5,No Deposit,0,Transient-Party,A,0,0,0
PRT,Online TA,2,0,No Deposit,0,Transient,D,0,1,1
POL,Online TA,0,0,No Deposit,0,Transient,D,1,1,0
IND,Online TA,0,0,No Deposit,0,Transient,G,1,1,0
ESP,Online TA,0,0,No Deposit,0,Transient,C,0,4,0
JPN,Online TA,0,0,No Deposit,0,Transient,G,0,1,0
NLD,Offline TA/TO,0,0,No Deposit,0,Contract,E,0,0,0
IRL,Direct,0,1,No Deposit,0,Transient,D,0,3,0
BRA,Corporate,0,1,No Deposit,0,Transient-Party,E,0,0,0
DEU,Online TA,0,1,No Deposit,0,Transient-Party,B,0,1,0
CHL,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
FRA,Direct,0,3,No Deposit,0,Transient,C,1,2,0
FRA,Direct,0,1,No Deposit,0,Transient,G,1,0,0
AND,Online TA,0,0,No Deposit,0,Transient,C,0,1,1
TUR,Corporate,0,0,No Deposit,0,Transient-Party,A,0,0,0
KOR,Online TA,0,0,No Deposit,0,Transient-Party,B,0,2,0
ESP,Direct,0,0,No Deposit,0,Transient,A,0,2,1
FRA,Offline TA/TO,0,3,No Deposit,0,Transient,A,0,0,0
FRA,Offline TA/TO,0,0,No Deposit,69,Transient-Party,A,0,1,0
GBR,Offline TA/TO,0,2,No Deposit,0,Contract,D,0,0,0
BEL,Online TA,0,1,No Deposit,0,Transient-Party,B,0,1,1
MAR,Online TA,0,1,No Deposit,0,Transient,A,0,1,0
NOR,Online TA,0,2,No Deposit,0,Transient,A,0,2,1
NLD,Groups,0,2,No Deposit,0,Transient-Party,D,0,0,0
GBR,Groups,0,5,No Deposit,0,Transient-Party,A,1,0,0
RUS,Direct,0,1,No Deposit,0,Transient,A,0,0,0
IRL,Groups,0,4,No Deposit,0,Transient-Party,A,0,0,0
MAR,Online TA,0,0,No Deposit,0,Transient,E,1,0,0
NZL,Direct,0,0,No Deposit,0,Transient,D,0,0,0
IRL,Offline TA/TO,0,1,No Deposit,0,Group,G,0,0,0
ROU,Online TA,0,2,No Deposit,0,Transient,C,1,1,0
DZA,Online TA,0,2,No Deposit,0,Transient,A,0,1,0
JPN,Direct,0,4,No Deposit,0,Transient,A,0,1,0
MYS,Direct,0,0,No Deposit,0,Transient,D,0,1,0
FRA,Direct,0,1,No Deposit,0,Transient-Party,D,0,2,0
NLD,Groups,0,4,No Deposit,0,Transient-Party,D,0,0,0
DEU,Online TA,0,2,No Deposit,0,Transient-Party,D,0,0,0
SUR,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
DEU,Direct,0,0,No Deposit,0,Transient-Party,D,1,0,0
NLD,Online TA,0,3,No Deposit,0,Transient,A,0,0,1
BEL,Groups,0,2,Refundable,0,Transient-Party,A,0,0,0
NLD,Direct,0,0,No Deposit,0,Transient,F,1,1,0
PRT,Groups,0,1,No Deposit,0,Contract,A,0,0,0
TUR,Online TA,0,2,No Deposit,0,Contract,A,0,1,0
ITA,Groups,0,0,No Deposit,0,Transient-Party,A,1,0,0
NLD,Direct,0,0,No Deposit,0,Transient,E,0,2,0
MOZ,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
ESP,Direct,0,0,No Deposit,0,Transient,F,1,2,0
DNK,Direct,0,1,No Deposit,0,Transient,E,0,0,1
ESP,Direct,0,0,No Deposit,0,Transient,E,0,1,1
FRA,Online TA,0,0,No Deposit,0,Transient-Party,B,0,0,1
URY,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
CHN,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
ITA,Groups,0,2,No Deposit,0,Transient-Party,B,0,1,0
ROU,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
ESP,Offline TA/TO,0,1,Refundable,0,Transient-Party,A,0,0,0
PRT,Online TA,0,1,No Deposit,0,Transient,H,0,0,0
PRT,Corporate,3,0,No Deposit,0,Transient-Party,A,0,0,0
CN,Online TA,0,0,No Deposit,0,Transient,E,1,0,0
PRT,Offline TA/TO,0,0,No Deposit,224,Transient,A,0,0,0
PRT,Corporate,0,0,No Deposit,0,Transient,E,0,1,1
ITA,Groups,0,1,No Deposit,0,Transient-Party,B,0,1,0
ITA,Online TA,0,0,No Deposit,0,Transient,C,0,0,1
AUS,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
GRC,Online TA,0,1,No Deposit,0,Transient-Party,B,0,0,1
PRT,Direct,0,2,No Deposit,0,Transient,F,0,0,0
SAU,Online TA,0,0,No Deposit,0,Transient,B,0,0,1
DEU,Offline TA/TO,0,0,No Deposit,0,Transient,A,1,1,0
GBR,Online TA,0,0,No Deposit,0,Transient-Party,E,1,1,0
EST,Direct,0,0,No Deposit,0,Transient,D,1,1,0
PRT,Online TA,0,2,No Deposit,0,Transient,A,0,3,0
SVN,Groups,0,0,No Deposit,0,Transient-Party,A,0,0,0
NOR,Online TA,0,1,No Deposit,0,Transient,B,0,0,0
BRA,Online TA,0,1,No Deposit,0,Transient,B,0,1,0
BRA,Online TA,0,2,No Deposit,0,Transient,A,0,3,1
TUR,Direct,0,0,No Deposit,0,Transient,E,1,0,0
GBR,Corporate,0,0,No Deposit,0,Transient,D,0,0,0
ESP,Online TA,0,6,No Deposit,0,Transient,D,1,1,0
EST,Online TA,0,0,No Deposit,0,Transient,A,0,0,1
POL,Groups,0,0,No Deposit,0,Transient-Party,A,1,0,0
CIV,Online TA,0,1,No Deposit,0,Transient,D,0,1,1
DEU,Online TA,0,2,No Deposit,0,Group,A,0,1,0
AGO,Online TA,0,5,No Deposit,0,Transient,A,0,0,0
ESP,Offline TA/TO,0,0,Refundable,0,Transient-Party,A,0,0,0
IRL,Direct,0,1,No Deposit,0,Transient,G,0,3,0
POL,Direct,0,1,No Deposit,0,Transient,A,0,1,0
MAR,Direct,0,0,No Deposit,0,Transient,E,0,0,1
NLD,Online TA,0,0,No Deposit,0,Transient,E,1,1,0
CHN,Online TA,0,0,No Deposit,0,Transient,E,0,1,0
IRL,Online TA,0,5,No Deposit,0,Transient,A,0,1,0
BRA,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,1
BEL,Online TA,0,1,No Deposit,0,Transient,A,0,3,0
ROU,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
GBR,Corporate,0,2,No Deposit,13,Transient-Party,A,0,0,0
BRA,Online TA,0,0,No Deposit,0,Transient,A,0,5,0
PRT,Offline TA/TO,0,0,No Deposit,43,Transient-Party,A,0,2,0
DZA,Online TA,0,2,No Deposit,0,Transient,A,0,0,1
ZAF,Complementary,0,2,No Deposit,0,Transient,D,0,1,0
CHE,Online TA,0,0,No Deposit,0,Transient,A,0,4,0
GBR,Direct,0,0,No Deposit,0,Transient,F,0,2,0
AUS,Direct,0,2,No Deposit,0,Transient-Party,A,0,0,1
IRL,Groups,0,1,No Deposit,0,Transient,D,0,1,0
FRA,Online TA,0,3,No Deposit,0,Transient-Party,A,0,0,0
FRA,Groups,0,4,No Deposit,87,Transient-Party,A,0,0,0
PRT,Offline TA/TO,0,0,Non Refund,193,Transient,A,0,0,1
ISR,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
CHE,Online TA,0,2,No Deposit,0,Transient-Party,F,0,1,0
CN,Online TA,0,3,No Deposit,0,Transient,A,1,0,0
IRL,Online TA,0,16,No Deposit,0,Transient,A,0,1,1
PRT,Groups,0,2,No Deposit,49,Transient-Party,A,0,0,0
FRA,Direct,0,1,No Deposit,0,Transient,G,1,1,0
FRA,Online TA,0,5,No Deposit,0,Transient,D,0,2,0
DEU,Direct,0,1,No Deposit,0,Transient-Party,A,0,0,0
FRA,Direct,0,0,No Deposit,0,Transient-Party,D,0,1,0
USA,Direct,0,1,No Deposit,0,Transient,C,0,0,0
CHN,Direct,0,0,No Deposit,0,Transient,B,0,0,0
ARG,Online TA,0,0,No Deposit,0,Transient,C,0,0,0
POL,Online TA,0,0,No Deposit,0,Transient-Party,H,0,0,1
ISR,Online TA,0,1,No Deposit,0,Transient,F,0,1,0
PRT,Online TA,0,1,No Deposit,0,Transient,E,0,3,1
PRT,Online TA,0,0,No Deposit,0,Group,A,1,1,0
ISR,Online TA,0,0,No Deposit,0,Transient,F,0,1,0
MAR,Online TA,0,2,No Deposit,0,Transient,F,0,0,1
ESP,Online TA,0,0,No Deposit,0,Transient-Party,B,0,2,0
OMN,Online TA,0,0,No Deposit,0,Transient-Party,B,0,0,1
PRT,Offline TA/TO,1,0,No Deposit,0,Transient,A,0,1,0
CN,Direct,0,0,No Deposit,0,Transient,G,0,3,1
IRL,Online TA,0,0,No Deposit,0,Transient,F,0,1,1
AZE,Online TA,0,0,No Deposit,0,Transient,A,0,0,0
PRT,Complementary,0,2,No Deposit,0,Transient,G,1,4,0
CN,Online TA,0,0,No Deposit,0,Transient,A,1,2,0
IRL,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,2,0
PRT,Corporate,0,0,No Deposit,0,Group,A,0,1,0
AUT,Aviation,0,0,No Deposit,0,Transient,D,0,1,0
AUT,Groups,0,1,No Deposit,0,Transient-Party,D,0,1,0
NOR,Online TA,0,0,No Deposit,0,Transient,C,0,3,0
PRT,Corporate,0,2,No Deposit,0,Transient,A,0,2,1
MAR,Online TA,0,0,No Deposit,0,Transient,E,0,2,0
SWE,Online TA,0,0,No Deposit,0,Transient-Party,D,0,1,0
ESP,Direct,0,1,No Deposit,0,Transient,C,0,2,0
USA,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,0,0
DEU,Direct,0,2,No Deposit,0,Transient-Party,D,0,0,0
CHN,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
PRT,Online TA,0,1,No Deposit,0,Contract,A,0,1,0
DEU,Direct,0,1,No Deposit,0,Transient,A,1,0,0
RUS,Online TA,0,1,No Deposit,0,Transient,A,1,2,0
IND,Corporate,0,0,No Deposit,0,Transient-Party,D,0,0,0
GBR,Offline TA/TO,0,0,No Deposit,0,Transient,D,1,1,0
FIN,Online TA,0,0,No Deposit,0,Transient,F,0,3,0
CHE,Direct,0,3,No Deposit,0,Transient,D,0,0,1
DEU,Online TA,0,1,No Deposit,0,Transient,G,1,1,0
DEU,Online TA,0,1,No Deposit,0,Contract,A,0,2,0
CHE,Online TA,0,0,No Deposit,0,Transient,F,0,4,0
BEL,Corporate,0,1,No Deposit,0,Transient-Party,A,0,1,0
GBR,Direct,0,2,No Deposit,0,Transient,H,1,0,0
CHE,Offline TA/TO,0,1,No Deposit,0,Transient,D,0,0,0
TUR,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
POL,Offline TA/TO,0,2,No Deposit,0,Transient,D,0,3,0
USA,Direct,0,2,No Deposit,0,Transient,G,0,1,1
ESP,Offline TA/TO,0,0,No Deposit,0,Contract,C,0,0,0
NLD,Groups,0,1,No Deposit,0,Transient-Party,A,2,0,0
GBR,Online TA,1,0,No Deposit,0,Transient,A,0,0,1
FRA,Direct,0,0,No Deposit,0,Transient,E,0,0,1
FIN,Online TA,0,0,No Deposit,0,Transient,D,0,3,0
BRA,Offline TA/TO,0,0,No Deposit,0,Contract,D,0,0,0
CN,Direct,0,0,No Deposit,0,Transient,F,0,0,1
ITA,Groups,0,4,No Deposit,0,Transient-Party,A,0,1,0
IRL,Online TA,0,0,No Deposit,0,Transient,G,1,0,0
SEN,Online TA,0,1,No Deposit,0,Transient,D,0,1,0
SDN,Offline TA/TO,0,0,No Deposit,0,Transient,A,0,1,0
ESP,Online TA,0,1,No Deposit,0,Transient,D,0,3,1
PRT,Direct,0,0,No Deposit,0,Transient-Party,G,0,0,0
ESP,Direct,0,1,No Deposit,0,Transient,A,1,2,0
USA,Direct,0,1,No Deposit,0,Transient,B,0,0,0
GNB,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,0,0,0
QAT,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
GBR,Groups,0,1,No Deposit,113,Transient-Party,A,0,0,0
GBR,Groups,0,0,No Deposit,6,Transient-Party,D,0,0,0
ESP,Offline TA/TO,0,1,No Deposit,0,Contract,D,1,0,0
CN,Online TA,0,0,No Deposit,0,Transient,G,1,2,0
GBR,Online TA,0,1,No Deposit,0,Transient,F,0,0,1
DEU,Direct,0,2,No Deposit,0,Transient,A,0,0,1
PRT,Groups,0,0,No Deposit,97,Transient-Party,D,0,1,0
LUX,Direct,0,0,No Deposit,0,Transient,A,0,2,0
PRT,Complementary,0,1,No Deposit,0,Transient,E,0,0,0
ROU,Online TA,0,0,No Deposit,0,Transient,D,0,2,1
SWE,Offline TA/TO,0,1,No Deposit,0,Contract,E,1,2,0
PRT,Online TA,0,0,No Deposit,0,Transient-Party,G,1,0,0
GBR,Online TA,0,1,No Deposit,0,Transient,A,0,4,0
FRA,Offline TA/TO,0,1,No Deposit,0,Transient-Party,B,0,0,0
GBR,Online TA,0,1,No Deposit,0,Transient,B,0,3,0
PRT,Offline TA/TO,0,0,No Deposit,0,Contract,A,0,2,1
IRL,Offline TA/TO,0,0,No Deposit,0,Transient-Party,D,1,0,0
SRB,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
DEU,Online TA,0,0,No Deposit,0,Transient,D,0,4,0
AGO,Direct,0,0,No Deposit,0,Transient,E,0,0,0
DZA,Online TA,0,0,No Deposit,0,Transient,D,0,1,1
BRA,Direct,0,1,No Deposit,0,Transient,A,0,1,0
PRT,Offline TA/TO,0,0,No Deposit,0,Contract,C,0,0,0
DNK,Online TA,0,0,No Deposit,0,Transient,E,0,1,1
AUT,Online TA,0,2,No Deposit,0,Transient,D,0,2,0
USA,Offline TA/TO,0,1,No Deposit,0,Group,A,0,0,0
AUT,Online TA,0,0,No Deposit,0,Transient,C,1,2,0
ITA,Direct,0,2,No Deposit,0,Transient,E,1,0,0
NLD,Direct,0,0,No Deposit,0,Transient,D,1,0,0
PRT,Direct,0,0,No Deposit,0,Group,F,1,1,0
AUS,Online TA,0,0,No Deposit,0,Transient-Party,A,0,2,0
ISR,Online TA,0,1,No Deposit,0,Transient-Party,A,0,2,0
KOR,Direct,0,0,No Deposit,0,Transient,A,0,1,0
LTU,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
ITA,Corporate,0,0,No Deposit,0,Transient,D,0,0,0
ESP,Groups,0,1,No Deposit,0,Transient-Party,A,1,0,0
FRA,Direct,0,3,No Deposit,0,Transient,E,0,2,0
RUS,Online TA,0,0,No Deposit,0,Transient,C,0,0,1
FRA,Corporate,0,0,No Deposit,0,Transient,D,0,1,0
FIN,Online TA,0,1,No Deposit,0,Transient-Party,B,0,0,1
CHN,Direct,0,3,No Deposit,0,Transient,A,0,0,0
USA,Online TA,0,0,No Deposit,0,Transient,C,0,0,0
GBR,Online TA,0,4,No Deposit,0,Transient-Party,A,0,3,0
PRT,Online TA,0,2,No Deposit,0,Transient-Party,H,0,1,0
BGR,Online TA,0,1,No Deposit,0,Transient,A,0,2,0
GBR,Groups,0,0,No Deposit,0,Transient-Party,E,0,1,0
PRT,Direct,0,1,No Deposit,0,Transient,H,0,1,0
ROU,Online TA,0,0,No Deposit,0,Contract,A,0,1,0
AUS,Online TA,0,0,No Deposit,0,Transient,G,0,0,0
BEL,Direct,0,1,No Deposit,0,Transient,F,0,0,0
GBR,Online TA,0,0,No Deposit,0,Transient,F,1,0,0
ISR,Online TA,0,0,No Deposit,0,Transient-Party,A,0,0,0
ESP,Offline TA/TO,0,1,No Deposit,0,Transient-Party,D,0,0,0
ESP,Online TA,0,2,No Deposit,0,Transient,A,1,0,0
BEL,Aviation,0,0,No Deposit,0,Transient-Party,D,0,0,0
BRA,Online TA,0,2,No Deposit,0,Transient,F,0,0,0
SWE,Online TA,0,4,No Deposit,0,Transient,A,0,2,0
SWE,Online TA,0,0,No Deposit,0,Group,A,0,0,0
PRT,Direct,2,0,No Deposit,0,Transient-Party,A,0,1,1
ESP,Online TA,0,3,No Deposit,0,Transient,D,0,3,0
GBR,Direct,0,0,No Deposit,0,Transient,F,0,1,1
PRT,Direct,0,1,No Deposit,0,Transient,H,0,0,0
ISR,Online TA,0,1,No Deposit,0,Transient-Party,F,0,0,0
UKR,Online TA,0,0,No Deposit,0,Transient,F,0,2,0
BRA,Direct,0,0,No Deposit,0,Transient,E,0,0,1
DNK,Groups,0,3,No Deposit,0,Transient-Party,A,0,0,0
ESP,Corporate,0,0,No Deposit,0,Transient,E,0,0,0
FRA,Offline TA/TO,0,1,No Deposit,108,Transient-Party,A,0,0,0
GBR,Corporate,0,2,No Deposit,20,Transient-Party,A,0,0,0
JAM,Online TA,0,0,No Deposit,0,Transient,A,1,1,0
MEX,Online TA,0,1,No Deposit,0,Transient,A,0,1,0
SWE,Groups,0,1,No Deposit,0,Transient-Party,F,1,0,0
CZE,Corporate,0,0,Non Refund,0,Transient-Party,A,0,0,0
USA,Online TA,0,1,No Deposit,0,Transient,D,0,2,0
ROU,Offline TA/TO,0,1,No Deposit,0,Transient-Party,A,0,0,0
CHN,Online TA,0,0,No Deposit,0,Transient,D,1,2,0
CHL,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
GBR,Online TA,0,0,No Deposit,0,Transient,B,0,2,0
COL,Direct,0,0,No Deposit,0,Transient-Party,D,0,2,0
DEU,Offline TA/TO,0,3,No Deposit,63,Transient-Party,A,0,0,0
ESP,Online TA,0,2,No Deposit,0,Transient,E,1,1,0
LUX,Direct,0,0,No Deposit,0,Transient,A,0,0,0
PRT,Offline TA/TO,0,0,No Deposit,0,Transient,C,1,2,0
POL,Offline TA/TO,0,0,No Deposit,0,Contract,E,0,0,0
ESP,Online TA,0,3,No Deposit,0,Transient,D,0,0,1
NGA,Online TA,0,0,No Deposit,0,Transient,A,0,1,0
USA,Online TA,0,0,No Deposit,0,Transient,G,0,0,1
HKG,Online TA,0,0,No Deposit,0,Transient,D,0,3,1
IND,Direct,0,0,No Deposit,0,Transient,A,0,0,0
PRT,Offline TA/TO,0,1,No Deposit,187,Transient-Party,A,0,0,0
SWE,Complementary,0,0,No Deposit,35,Transient-Party,A,0,0,0
FRA,Offline TA/TO,0,1,No Deposit,63,Transient-Party,A,0,0,0
ESP,Online TA,0,0,No Deposit,0,Contract,F,1,2,0
DEU,Groups,0,1,No Deposit,0,Transient-Party,E,0,0,0
FRA,Offline TA/TO,0,0,No Deposit,0,Transient-Party,C,1,1,0
ESP,Direct,0,5,No Deposit,0,Transient,C,1,2,0
TWN,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
USA,Direct,0,2,No Deposit,0,Transient,A,0,3,0
JPN,Direct,0,1,No Deposit,0,Transient-Party,A,0,0,0
LUX,Online TA,0,0,No Deposit,0,Transient,E,0,0,1
UKR,Direct,0,1,No Deposit,0,Transient,A,0,0,0
ISR,Online TA,0,0,No Deposit,0,Transient,A,1,0,0
BEL,Direct,0,1,No Deposit,0,Transient,B,0,1,0
CHE,Groups,0,1,No Deposit,0,Transient-Party,A,0,0,0
USA,Offline TA/TO,0,1,No Deposit,0,Transient,E,0,1,1
CZE,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
FRA,Direct,0,0,No Deposit,0,Transient,D,0,3,0
BGR,Online TA,0,0,No Deposit,0,Transient,A,0,2,1
AUT,Online TA,0,13,No Deposit,0,Transient,A,0,1,0
PRT,Online TA,1,1,No Deposit,0,Transient-Party,A,0,2,1
SRB,Groups,0,2,No Deposit,0,Transient-Party,F,0,0,0
PRT,Direct,0,0,No Deposit,0,Contract,A,0,1,0
CHE,Online TA,0,0,No Deposit,0,Transient,G,1,1,0
ESP,Online TA,0,2,No Deposit,0,Transient,D,1,2,0
CN,Online TA,0,0,No Deposit,0,Transient-Party,A,0,1,0
DEU,Online TA,0,1,No Deposit,0,Transient-Party,A,0,5,0
IRL,Online TA,0,3,No Deposit,0,Transient,D,0,2,0
SVK,Online TA,0,0,No Deposit,0,Transient,D,0,0,0
GBR,Corporate,0,0,No Deposit,0,Transient-Party,A,1,0,0
PRT,Direct,0,5,No Deposit,0,Transient,C,1,0,0
ITA,Online TA,0,1,No Deposit,0,Transient,E,0,2,0
NLD,Offline TA/TO,0,0,No Deposit,178,Transient-Party,A,0,0,0
GBR,Online TA,0,3,No Deposit,0,Transient,A,0,2,0
PLW,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
PRT,Complementary,0,1,No Deposit,0,Transient,A,0,0,1
PRT,Online TA,0,2,No Deposit,0,Transient,H,1,3,0
NLD,Direct,0,1,No Deposit,0,Transient,H,1,0,0
NLD,Online TA,0,2,No Deposit,0,Transient,D,0,0,0
LVA,Online TA,0,0,No Deposit,0,Transient,A,0,1,1
FRA,Direct,0,1,No Deposit,0,Transient,E,1,2,0
PRT,Offline TA/TO,0,0,No Deposit,0,Transient-Party,A,1,2,0
SGP,Online TA,0,0,No Deposit,0,Transient,A,0,2,0
USA,Online TA,0,0,No Deposit,0,Transient-Party,E,0,1,0
PRT,Direct,0,3,No Deposit,0,Transient,E,1,0,0
FRA,Online TA,0,0,No Deposit,0,Transient-Party,A,0,2,1
PRT,Online TA,0,2,No Deposit,0,Transient,C,1,1,0
MAR,Online TA,0,0,No Deposit,0,Transient,A,0,3,1
RUS,Online TA,0,0,No Deposit,0,Transient,C,0,0,0
GBR,Online TA,0,1,No Deposit,0,Transient-Party,D,0,4,0
IRL,Online TA,0,1,No Deposit,0,Transient,H,0,0,0
ESP,Direct,0,0,No Deposit,0,Transient,E,0,2,1
UKR,Online TA,0,1,No Deposit,0,Transient,A,0,0,1
PRT,Corporate,0,1,No Deposit,0,Transient,A,0,2,0
DEU,Online TA,0,0,No Deposit,0,Transient-Party,D,0,3,0
